Accession,Pangolin,PangoVersions,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Release_Date
PZ297843.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29786,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-10,2026-04-17
PV290373.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29816,complete,Thailand,Thailand,Homo sapiens,2024-01-10,2025-05-23
PV290374.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29825,complete,Thailand,Thailand,Homo sapiens,2024-01-10,2025-05-23
PV290375.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29793,partial,Thailand,Thailand,Homo sapiens,2024-01-10,2025-05-23
PV290376.1,JN.1.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29798,complete,Thailand,Thailand,Homo sapiens,2024-01-10,2025-05-23
PV486604.1,JN.1.4.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29815,partial,USA: Virginia,USA,Homo sapiens,2024-01-10,2025-04-11
PV486605.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29816,partial,USA: Virginia,USA,Homo sapiens,2024-01-10,2025-04-11
PV486704.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,complete,USA: Virginia,USA,Homo sapiens,2024-01-10,2025-04-11
PV486766.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29808,partial,USA: Virginia,USA,Homo sapiens,2024-01-10,2025-04-11
PV452405.1,HN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29747,partial,USA: Virginia,USA,Homo sapiens,2024-01-10,2025-04-07
PV452408.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29747,partial,USA: Virginia,USA,Homo sapiens,2024-01-10,2025-04-07
PV452453.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29747,partial,USA: Virginia,USA,Homo sapiens,2024-01-10,2025-04-07
PV458419.1,JN.1.22,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-10,2025-04-07
PV458488.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,complete,USA,USA,Homo sapiens,2024-01-10,2025-04-07
PV458604.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,USA,USA,Homo sapiens,2024-01-10,2025-04-07
PV458626.1,JD.1.1.8,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29782,partial,USA,USA,Homo sapiens,2024-01-10,2025-04-07
PV458810.1,JN.1.43,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-10,2025-04-07
PV458814.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,partial,USA,USA,Homo sapiens,2024-01-10,2025-04-07
PV458857.1,BA.2.86.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,partial,USA,USA,Homo sapiens,2024-01-10,2025-04-07
PV458860.1,JN.1.39,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-10,2025-04-07
PV449286.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29747,partial,USA: Virginia,USA,Homo sapiens,2024-01-10,2025-04-04
PV449299.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29747,complete,USA: Virginia,USA,Homo sapiens,2024-01-10,2025-04-04
PQ721725.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29646,partial,USA: California,USA,Homo sapiens,2024-01-10,2024-12-08
PQ721726.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,USA: California,USA,Homo sapiens,2024-01-10,2024-12-08
PQ637864.1,JN.1.4.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29714,complete,"USA: Washington,King County",USA,Homo sapiens,2024-01-10,2024-11-25
PQ637867.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29714,complete,"USA: Washington,King County",USA,Homo sapiens,2024-01-10,2024-11-25
PQ574062.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29661,complete,USA: OH,USA,Homo sapiens,2024-01-10,2024-11-08
PQ529328.1,JC.5.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,partial,USA: TN,USA,Homo sapiens,2024-01-10,2024-10-29
PQ529330.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29676,complete,USA: TN,USA,Homo sapiens,2024-01-10,2024-10-29
PQ529334.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,complete,USA: TN,USA,Homo sapiens,2024-01-10,2024-10-29
PQ529335.1,JN.1.52,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,complete,USA: TN,USA,Homo sapiens,2024-01-10,2024-10-29
PQ529336.1,JN.1.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29653,complete,USA: TN,USA,Homo sapiens,2024-01-10,2024-10-29
PQ529337.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29697,partial,USA: TN,USA,Homo sapiens,2024-01-10,2024-10-29
PQ529338.1,GK.1.8,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,partial,USA: TN,USA,Homo sapiens,2024-01-10,2024-10-29
PQ529339.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,partial,USA: TN,USA,Homo sapiens,2024-01-10,2024-10-29
PQ514365.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29652,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514369.1,JN.1.8.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29754,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514374.1,JN.1.41,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514378.1,JN.1.43.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514380.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514382.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514412.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514422.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514424.1,JN.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514428.1,JN.1.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514430.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514437.1,JN.1.47,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514440.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514441.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29640,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PQ514442.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-10,2024-10-25
PZ297844.1,BA.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29713,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297845.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29713,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297846.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29763,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297847.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29713,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297848.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297849.1,JF.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29707,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297850.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29780,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297851.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29778,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297852.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29775,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297853.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29775,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297854.1,JN.1.39,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29781,complete,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297855.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29775,complete,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297856.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29780,complete,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297857.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29781,complete,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297858.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29781,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297859.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29713,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297860.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29712,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
PZ297861.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29794,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-11,2026-04-17
OZ373040.1,JN.1.22,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29901,partial,Switzerland:GR,Switzerland,Homo sapiens,2024-01-11,2025-12-02
OZ373069.1,JN.1.44,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29901,partial,Switzerland:GE,Switzerland,Homo sapiens,2024-01-11,2025-12-02
OZ373535.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29901,partial,Switzerland:AG,Switzerland,Homo sapiens,2024-01-11,2025-12-02
PV950724.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29779,complete,USA: California,USA,Homo sapiens,2024-01-11,2025-07-18
PV950725.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29735,complete,USA: California,USA,Homo sapiens,2024-01-11,2025-07-18
PV486603.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29813,partial,USA: Virginia,USA,Homo sapiens,2024-01-11,2025-04-11
PV486608.1,JD.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,partial,USA: Virginia,USA,Homo sapiens,2024-01-11,2025-04-11
PV486609.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29808,partial,USA: Virginia,USA,Homo sapiens,2024-01-11,2025-04-11
PV486622.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29809,partial,USA: Virginia,USA,Homo sapiens,2024-01-11,2025-04-11
PV486624.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29809,partial,USA: Virginia,USA,Homo sapiens,2024-01-11,2025-04-11
PV486705.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29845,complete,USA: Virginia,USA,Homo sapiens,2024-01-11,2025-04-11
PV486706.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29822,partial,USA: Virginia,USA,Homo sapiens,2024-01-11,2025-04-11
PV486727.1,JN.1.43.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29802,complete,USA: Virginia,USA,Homo sapiens,2024-01-11,2025-04-11
PV486728.1,JN.1.46,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,partial,USA: Virginia,USA,Homo sapiens,2024-01-11,2025-04-11
PV486729.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29816,partial,USA: Virginia,USA,Homo sapiens,2024-01-11,2025-04-11
PV452278.1,JN.1.46,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29747,complete,USA: Virginia,USA,Homo sapiens,2024-01-11,2025-04-07
PV452403.1,JD.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29747,partial,USA: Virginia,USA,Homo sapiens,2024-01-11,2025-04-07
PV458449.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,USA,USA,Homo sapiens,2024-01-11,2025-04-07
PV458530.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,USA,USA,Homo sapiens,2024-01-11,2025-04-07
PV458543.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,USA,USA,Homo sapiens,2024-01-11,2025-04-07
PV458559.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,complete,USA,USA,Homo sapiens,2024-01-11,2025-04-07
PV458721.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29789,complete,USA,USA,Homo sapiens,2024-01-11,2025-04-07
PV458766.1,HK.20.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,USA,USA,Homo sapiens,2024-01-11,2025-04-07
PV458770.1,JG.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,USA,USA,Homo sapiens,2024-01-11,2025-04-07
PV458775.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,USA,USA,Homo sapiens,2024-01-11,2025-04-07
PV458839.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-11,2025-04-07
PV458843.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-11,2025-04-07
PV459002.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29583,partial,USA,USA,Homo sapiens,2024-01-11,2025-04-07
PV459021.1,EG.5.1.6,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,USA,USA,Homo sapiens,2024-01-11,2025-04-07
PV459045.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29730,complete,USA,USA,Homo sapiens,2024-01-11,2025-04-07
PV449295.1,unclassifiable,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29753,partial,USA: Virginia,USA,Homo sapiens,2024-01-11,2025-04-04
PV361312.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29689,partial,"India: Madhya Pradesh,Bhopal",India,Homo sapiens,2024-01-11,2025-03-22
PV361320.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29458,partial,"India: Madhya Pradesh,Bhopal",India,Homo sapiens,2024-01-11,2025-03-22
PV125885.1,JN.1.11,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29803,partial,France,France,Homo sapiens,2024-01-11,2025-02-18
PQ637850.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29714,complete,"USA: Washington,Snohomish County",USA,Homo sapiens,2024-01-11,2024-11-25
PQ574068.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29691,complete,USA: OH,USA,Homo sapiens,2024-01-11,2024-11-08
PQ576296.1,JN.1.4.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29661,complete,USA: MO,USA,Homo sapiens,2024-01-11,2024-11-08
PQ529284.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,complete,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529285.1,JN.1.8,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,partial,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529287.1,JN.1.4.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,partial,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529288.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29689,partial,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529289.1,JN.1.46,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,partial,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529290.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29701,partial,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529291.1,JN.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29690,complete,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529323.1,JN.1.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,partial,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529324.1,JN.1.39,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,complete,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529325.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29683,complete,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529326.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29701,partial,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529327.1,JG.3.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29703,partial,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529331.1,JN.1.4.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29683,complete,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529340.1,JN.1.8.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,complete,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529341.1,JN.1.39,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,complete,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529342.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29706,complete,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ529344.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29696,complete,USA: TN,USA,Homo sapiens,2024-01-11,2024-10-29
PQ514423.1,JN.1.13.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514425.1,JN.1.4.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514426.1,HV.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514427.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514429.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29360,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514431.1,JN.1.32,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514432.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514433.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29630,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514434.1,JN.1.4.5,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514435.1,JN.1.24,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514436.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514438.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514439.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514443.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514444.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PQ514445.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29649,partial,"USA: NY, New York City",USA,Homo sapiens,2024-01-11,2024-10-25
PZ297862.1,HV.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29728,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-12,2026-04-17
PZ297863.1,JF.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29707,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-12,2026-04-17
PZ297864.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29783,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-12,2026-04-17
PZ297865.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29769,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-12,2026-04-17
PZ297866.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29777,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-12,2026-04-17
PZ297867.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29774,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-12,2026-04-17
PZ297868.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29777,complete,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-12,2026-04-17
PZ297869.1,JN.1.42,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29729,partial,Bolivia: Santa Cruz De La Sierra,Bolivia,Homo sapiens,2024-01-12,2026-04-17
OZ373074.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,partial,Switzerland:VD,Switzerland,Homo sapiens,2024-01-12,2025-12-02
PV950726.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29774,complete,USA: California,USA,Homo sapiens,2024-01-12,2025-07-18
PV290380.1,XDD,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29832,partial,Thailand,Thailand,Homo sapiens,2024-01-12,2025-05-23
PV290381.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,complete,Thailand,Thailand,Homo sapiens,2024-01-12,2025-05-23
PV486606.1,JN.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29811,partial,USA: Virginia,USA,Homo sapiens,2024-01-12,2025-04-11
PV486610.1,JN.1.46,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,partial,USA: Virginia,USA,Homo sapiens,2024-01-12,2025-04-11
PV486623.1,JN.1.8.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29805,partial,USA: Virginia,USA,Homo sapiens,2024-01-12,2025-04-11
PV486684.1,JN.1.14,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29816,partial,USA: Virginia,USA,Homo sapiens,2024-01-12,2025-04-11
PV486702.1,JN.1.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29813,partial,USA: Virginia,USA,Homo sapiens,2024-01-12,2025-04-11
PV458762.1,HV.1.11,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29790,partial,USA,USA,Homo sapiens,2024-01-12,2025-04-07
PV458774.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-12,2025-04-07
PV458782.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29780,complete,USA,USA,Homo sapiens,2024-01-12,2025-04-07
PV458820.1,JN.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-12,2025-04-07
PV458871.1,JN.1.4,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29788,complete,USA,USA,Homo sapiens,2024-01-12,2025-04-07
PQ637855.1,JN.1.31,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29714,complete,"USA: Washington,King County",USA,Homo sapiens,2024-01-12,2024-11-25
